"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US94112","ZCTA5 94112","23369","314","77388","3521","34.5","1.9","87931","6545","4.5","0.8","60349","14048","0.6","0.3","65208","53817","42.6","1.4","78839","6595","0.2","0.1","-","**","15.2","1.7","62648","7417","2.5","0.6","88095","26043","26.6","1.6","65588","7155","24.0","1.7","95746","10605","2.6","0.6","39397","22960","30.9","1.8","85768","6735","42.8","1.7","88755","3734","23.7","1.3","56022","5207","17547","471","80032","3826","33.9","1.9","82359","8913","66.1","1.9","76757","4173","66.8","2.3","90662","3793","22.0","2.1","59255","4710","11.2","1.7","67229","9953","5822","381","52524","5824","47.1","4.2","41974","11317","30.1","3.8","29135","6202","17.1","3.0","69167","15458","52.9","4.2","60435","7019","28.0","3.4","38281","18243","24.8","3.4","86856","34090","43.5","(X)","(X)","(X)","43.1","(X)","(X)","(X)","37.4","(X)","(X)","(X)",
"8600000US94114","ZCTA5 94114","16580","383","131442","7706","82.3","1.8","136519","7468","1.5","0.6","38889","34696","0.1","0.1","-","**","11.2","1.3","123875","26850","0.2","0.3","-","**","1.3","0.5","80125","24236","3.4","0.9","149643","15897","6.7","1.2","106711","33937","77.3","1.9","137115","8355","1.5","0.5","103958","40996","43.1","2.0","179500","11218","38.7","1.8","125348","7437","16.8","1.4","68322","8954","5954","291","181156","12318","38.7","3.1","228155","14749","61.3","3.1","156185","6663","85.2","2.9","198398","11440","8.3","2.3","99286","48785","6.4","2.2","96250","28671","10626","434","112607","9204","33.4","2.6","91850","10743","21.3","2.3","75168","9534","12.1","2.1","146429","36314","66.6","2.6","125027","9363","37.6","3.0","82213","10145","29.0","2.6","187530","16734","25.2","(X)","(X)","(X)","26.4","(X)","(X)","(X)","24.5","(X)","(X)","(X)",
"8600000US94115","ZCTA5 94115","17343","472","97090","7552","61.0","2.1","116107","7036","11.9","1.8","25805","5327","0.3","0.3","57059","33842","21.3","1.8","96591","16067","1.0","0.8","-","**","2.0","0.8","111765","25634","2.5","0.9","107500","45291","6.5","1.3","121989","11864","56.7","2.4","113280","6833","5.5","1.5","63948","46606","46.0","2.4","126667","7961","26.2","2.0","85450","13398","22.2","1.7","32023","8229","6453","417","128004","7422","37.7","3.7","171927","32961","62.3","3.7","111781","16204","78.8","3.7","158182","21471","17.3","3.5","30727","3734","4.0","1.5","50288","42022","10890","521","80044","9294","56.6","3.4","76555","9439","40.4","3.7","57978","9373","16.1","2.2","145042","22386","43.4","3.4","90778","20452","29.8","3.0","59167","7748","13.7","2.4","168600","39951","30.5","(X)","(X)","(X)","31.5","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"8600000US94116","ZCTA5 94116","16032","311","91930","5602","46.0","2.0","99150","7929","1.3","0.5","73313","31953","0.3","0.3","86364","782","47.1","2.0","89951","5179","0.1","0.2","-","**","2.8","1.3","122868","100131","2.4","0.9","67727","25684","5.3","1.4","64935","13992","43.1","2.0","101769","10753","3.3","0.9","-","**","25.4","2.4","123510","7904","42.3","2.5","118527","11408","29.1","1.8","64790","7235","10993","429","110838","10199","33.1","2.4","135000","15741","66.9","2.4","94502","5594","79.1","2.9","129493","7182","16.0","2.8","70962","10722","4.9","1.4","92857","16792","5039","344","61620","10591","52.3","4.8","48679","6432","40.5","4.8","41069","8109","11.8","3.3","95000","42141","47.7","4.8","71786","13302","29.3","4.6","66012","24380","18.4","3.7","82841","18562","36.5","(X)","(X)","(X)","37.3","(X)","(X)","(X)","32.5","(X)","(X)","(X)",
"8600000US94117","ZCTA5 94117","18404","455","122266","6456","80.0","2.1","125337","6259","4.4","1.2","40250","18610","0.1","0.2","-","**","8.7","1.3","136295","18473","0.0","0.2","-","**","2.2","1.2","74778","34738","4.6","1.1","130649","45412","8.2","1.8","83929","42110","74.4","2.4","127788","7043","3.0","0.9","-","**","56.4","2.2","137935","6844","26.9","2.1","111293","17606","13.7","1.3","47845","7985","6630","370","159023","13728","35.6","3.4","180815","26174","64.4","3.4","148767","10968","82.6","3.4","172319","15007","11.4","2.9","77250","45789","5.9","2.1","151304","34417","11774","470","95964","9016","42.5","2.9","83950","10962","24.8","2.3","56567","9991","17.7","2.1","160991","23615","57.5","2.9","104795","9141","31.2","3.0","64717","13126","26.4","3.1","148792","17615","28.6","(X)","(X)","(X)","26.8","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"8600000US94118","ZCTA5 94118","17784","356","94197","6778","62.0","2.5","108670","9040","1.3","0.7","66953","54230","0.1","0.1","-","**","31.6","2.4","69312","8230","0.4","0.3","59005","608","1.3","0.7","83125","68905","3.3","1.1","90595","62790","6.5","1.4","83750","25638","57.9","2.8","115346","12114","3.5","0.8","30357","10142","41.7","2.4","118637","4220","32.6","2.1","93921","12790","22.2","2.0","48222","10173","8507","372","118511","8438","40.2","2.8","181905","46029","59.8","2.8","102908","8297","81.7","3.1","134871","12052","12.5","2.6","77650","13102","5.8","1.9","93631","46488","9277","480","75881","9751","60.4","3.2","69493","7092","40.8","3.4","56507","8643","19.6","2.7","122813","13032","39.6","3.2","87045","8324","24.5","3.1","61875","15732","15.1","3.1","119760","25424","31.3","(X)","(X)","(X)","31.6","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"8600000US94121","ZCTA5 94121","17405","370","77280","4184","53.7","2.1","83969","8156","1.3","0.4","-","**","0.1","0.1","-","**","40.2","2.1","73737","7175","0.3","0.3","-","**","1.3","0.7","72986","28859","3.2","0.8","50625","6761","6.1","1.4","44539","25438","49.4","1.8","88447","10216","3.5","0.9","25387","7262","32.8","2.0","98054","9145","37.9","1.8","84267","7220","25.7","1.6","52028","4897","9611","402","101719","7825","32.8","2.7","128819","24809","67.2","2.7","90902","9835","74.8","3.0","116968","9360","18.6","3.0","75746","2691","6.6","1.9","58688","9073","7794","389","54724","4174","53.9","3.2","50479","4594","42.1","3.5","40774","7048","11.8","2.7","92375","13322","46.1","3.2","61703","9031","30.2","3.1","50344","5053","15.9","2.4","113700","17449","29.5","(X)","(X)","(X)","30.5","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"8600000US94122","ZCTA5 94122","23189","336","97091","4670","49.9","2.0","101639","6482","1.0","0.4","80417","52646","0.1","0.1","-","**","43.1","2.0","91724","7583","0.3","0.3","-","**","1.4","0.5","102117","16277","4.1","0.8","86597","13509","6.1","1.1","100663","14028","46.0","2.0","102323","6508","2.4","0.7","67500","25142","40.5","1.8","114693","8904","35.2","1.7","104139","7997","21.9","1.2","54804","3803","13384","482","114117","6774","35.4","2.0","143790","10646","64.6","2.0","102411","6392","76.9","2.8","135642","7572","15.4","2.2","66003","10856","7.7","1.7","75577","14166","9805","469","75194","4413","52.8","2.9","63820","7287","35.6","2.9","44381","6744","17.2","2.2","106657","17579","47.2","2.9","90153","6019","25.9","2.7","73438","11848","21.3","2.5","120665","6585","32.0","(X)","(X)","(X)","30.3","(X)","(X)","(X)","31.3","(X)","(X)","(X)",
"8600000US94123","ZCTA5 94123","13931","295","130589","5843","85.1","2.0","131470","5855","0.5","0.4","135804","26894","0.2","0.2","216875","182182","9.9","1.6","104861","34986","0.2","0.2","-","**","0.7","0.5","122000","115889","3.4","1.2","128477","43789","6.5","1.5","122697","63226","80.0","2.2","132357","5603","2.0","0.9","120179","64500","60.5","1.9","145152","12340","21.5","1.9","152724","14004","16.1","1.6","62376","6337","4526","372","203208","23455","38.8","4.8","243656","30858","61.2","4.8","168967","30505","86.6","4.5","220281","19040","8.0","4.1","80417","35622","5.4","2.6","136375","11135","9405","464","104342","4776","54.0","3.6","96250","8142","40.5","3.7","76540","7453","13.5","2.1","175368","19532","46.0","3.6","116615","16613","32.8","3.2","101508","7318","13.2","2.5","171607","33757","30.6","(X)","(X)","(X)","31.4","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"8600000US94124","ZCTA5 94124","10612","224","53322","3236","16.8","1.9","99853","14010","35.4","2.3","32585","6664","0.2","0.3","-","**","30.1","1.6","69058","5625","2.6","1.2","12372","2570","9.3","1.8","49828","17852","5.6","1.4","41595","21239","17.1","1.9","53696","13505","12.2","1.5","106860","15190","2.1","1.0","-","**","39.0","3.1","54865","7285","39.3","2.8","66051","5583","19.6","1.7","33768","5627","7691","292","57359","4991","45.5","2.8","45405","5080","54.5","2.8","63597","6218","53.8","3.1","79375","5864","35.3","3.0","27958","4840","10.9","2.0","62141","7394","2921","271","36958","9428","49.2","6.2","23872","3530","39.7","5.9","14809","6145","9.5","3.6","111429","24424","50.8","6.2","51212","16738","34.7","5.9","36481","16130","16.1","4.4","129048","50016","45.5","(X)","(X)","(X)","48.1","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"8600000US94127","ZCTA5 94127","7535","270","138381","11546","63.1","3.2","145802","15538","1.6","0.9","88077","51046","0.0","0.4","-","**","30.5","3.0","132723","21162","0.2","0.3","-","**","1.7","1.0","47649","25524","2.9","1.4","132476","52208","7.2","2.1","44386","16938","57.7","3.1","154608","15656","0.7","0.6","-","**","25.4","3.2","168750","15917","39.4","3.7","159592","15490","34.5","2.9","100589","19390","5500","317","164321","11789","38.2","2.9","208423","26210","61.8","2.9","149792","16310","84.0","3.6","174621","31462","10.3","3.0","85833","18567","5.7","2.2","176167","71168","2035","244","73832","17057","48.6","7.3","60270","13034","37.6","7.0","50492","10707","10.9","4.4","127500","27570","51.4","7.3","103281","41880","28.2","7.1","47891","28653","23.3","7.2","132500","10047","31.2","(X)","(X)","(X)","31.4","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"8600000US94129","ZCTA5 94129","1285","69","174564","15312","90.0","5.0","174826","22813","0.0","2.5","-","**","0.0","2.5","-","**","5.7","3.6","238162","114222","0.0","2.5","-","**","2.7","2.7","68083","51666","1.6","2.0","-","**","10.4","5.5","81042","43441","82.3","7.2","186552","31633","2.6","2.2","-","**","69.2","8.2","176250","18741","24.7","6.8","186500","47933","3.4","4.2","-","**","783","115","210673","59320","67.9","10.0","190500","23793","32.1","10.0","250,000+","***","82.8","8.9","250,000+","***","14.2","8.3","-","**","3.1","3.6","-","**","502","116","147786","15761","47.6","14.0","134097","40193","31.5","11.2","102917","58547","16.1","10.7","173618","26354","52.4","14.0","148893","19983","23.3","11.9","70341","68843","29.1","13.6","173646","20335","24.8","(X)","(X)","(X)","14.4","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"8600000US94130","ZCTA5 94130","602","72","49271","9399","35.0","9.1","75250","31528","21.6","9.3","36176","18757","3.5","4.1","-","**","14.3","7.6","-","**","0.0","5.3","-","**","19.9","8.8","37188","22265","5.6","3.9","63542","54511","32.1","10.6","35469","23524","28.7","8.2","71964","37058","3.5","3.6","-","**","67.8","8.2","50000","13245","25.2","7.0","49000","33010","3.5","2.6","-","**","328","69","32500","12869","57.0","12.3","19375","10572","43.0","12.3","55846","3645","33.2","10.4","67125","34087","53.7","10.7","14800","12982","13.1","9.1","-","**","274","70","59375","17514","42.0","15.2","46750","35583","10.9","10.7","35882","4272","31.0","14.9","-","**","58.0","15.2","67772","14243","15.3","11.0","67717","46317","42.7","16.6","85104","83981","38.9","(X)","(X)","(X)","27.7","(X)","(X)","(X)","52.2","(X)","(X)","(X)",
"8600000US94131","ZCTA5 94131","13088","335","111083","9897","70.3","2.2","120980","10514","4.2","1.1","77703","36941","0.2","0.2","-","**","17.6","1.9","102418","4784","0.2","0.3","-","**","5.1","1.7","-","**","2.5","1.1","125216","87947","9.4","1.9","86250","32463","66.0","2.3","122433","10999","1.2","0.7","-","**","38.8","2.5","148535","15891","38.0","2.8","114593","13426","22.0","2.1","61044","9876","5985","371","143512","10086","40.6","2.8","191602","15115","59.4","2.8","128300","12132","77.7","3.6","171639","13933","16.1","3.5","77989","19329","6.2","2.4","121442","65975","7103","424","89913","8033","43.3","3.9","83094","15706","31.8","3.7","58466","11642","11.5","2.3","148516","18785","56.7","3.9","93831","10314","38.2","4.3","80970","4797","18.5","3.3","152083","44493","25.9","(X)","(X)","(X)","28.7","(X)","(X)","(X)","23.3","(X)","(X)","(X)",
"8600000US94132","ZCTA5 94132","10388","250","68711","5128","44.9","2.6","68355","9168","8.5","1.4","51944","16768","0.2","0.2","-","**","37.5","2.5","71930","9650","0.0","0.3","-","**","5.3","1.8","78233","29643","3.7","1.0","71779","13384","12.4","2.1","73466","12455","38.2","2.5","62636","7295","11.0","1.6","14275","10011","27.6","2.5","82942","5640","36.4","2.4","87023","5757","25.0","1.6","45872","9514","5730","319","87663","7913","36.6","3.4","102526","12129","63.4","3.4","83482","7303","72.2","3.3","105694","12351","20.4","2.9","64375","13845","7.4","2.2","40833","19168","4658","276","41486","5044","50.9","4.8","39099","4993","35.0","4.2","39347","8498","15.9","3.6","38036","10997","49.1","4.8","48500","15410","29.2","3.8","42118","15753","20.0","3.7","55313","14027","30.8","(X)","(X)","(X)","31.7","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"8600000US94133","ZCTA5 94133","13105","398","55098","9034","49.4","2.6","103438","10468","0.8","0.6","11098","849","0.2","0.3","-","**","44.1","2.2","26592","4393","0.0","0.2","-","**","2.6","1.3","80733","54644","2.9","1.3","123482","91637","6.8","1.8","85625","21933","46.3","2.6","105925","10015","3.6","1.2","52034","42104","37.8","2.7","106642","11057","30.2","2.6","43420","6675","28.4","2.2","25625","5169","5709","374","52791","10161","28.7","3.8","56833","27122","71.3","3.8","51086","10367","76.5","3.9","70262","15145","17.7","3.5","32757","6011","5.8","2.5","44135","42029","7396","459","60039","11749","48.2","4.2","52205","12660","35.6","4.1","31205","11219","12.6","2.6","166125","25413","51.8","4.2","71250","21646","36.4","4.3","43333","15722","15.3","3.3","150720","23814","31.5","(X)","(X)","(X)","34.9","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"8600000US94134","ZCTA5 94134","11927","246","66925","4178","23.8","1.6","73750","6367","9.4","1.3","25000","6200","0.6","0.4","-","**","50.8","2.2","72066","5474","0.9","0.5","29271","12884","11.1","1.5","66250","17223","3.4","1.0","95037","26558","20.1","1.6","70016","9346","16.7","1.3","79886","8094","1.8","0.6","-","**","28.9","2.2","78258","6003","43.1","2.1","75413","5071","26.2","1.8","40763","5509","8945","291","71719","3216","36.2","3.0","73316","4098","63.8","3.0","70653","4825","66.7","2.8","82006","4069","24.8","2.5","46477","3880","8.5","1.4","60515","13411","2982","266","38077","8584","54.9","4.6","27679","8430","44.9","5.1","23563","5452","10.0","3.6","101065","15547","45.1","4.6","51892","20736","31.5","4.3","30441","9383","13.6","3.4","125227","33692","42.7","(X)","(X)","(X)","46.3","(X)","(X)","(X)","28.6","(X)","(X)","(X)",
"8600000US94158","ZCTA5 94158","3296","341","102237","50978","53.2","10.1","134718","38722","6.3","5.3","8883","390","0.5","0.7","-","**","28.1","8.5","68125","30143","0.0","1.0","-","**","4.0","5.1","-","**","7.9","5.6","-","**","10.3","6.1","66091","2314","49.8","10.5","133266","44111","4.6","4.0","2,500-","***","72.4","7.0","123641","17846","17.3","4.5","61678","41332","5.6","3.4","14301","6045","1237","317","138464","47260","22.3","10.8","-","**","77.7","10.8","139464","34613","90.9","9.5","141215","33136","9.1","9.5","-","**","0.0","2.6","-","**","2059","363","82706","44295","27.9","10.4","-","**","19.8","10.8","-","**","8.1","5.3","-","**","72.1","10.4","84437","67351","47.8","13.9","60592","34655","24.3","10.9","129306","115814","30.2","(X)","(X)","(X)","25.2","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"8600000US94501","ZCTA5 94501","25507","453","76787","3432","60.1","1.7","86100","6789","8.8","1.2","52579","5123","0.5","0.3","60714","15121","22.1","1.2","78279","7833","0.6","0.3","-","**","3.8","0.9","60998","8902","4.1","0.8","55354","7597","10.6","1.1","62036","11295","54.5","1.6","87194","7815","2.5","0.5","40515","21087","37.5","1.5","84538","5023","39.0","1.5","90587","8569","21.0","1.1","51294","3785","15416","380","93856","5466","45.0","1.9","110536","12304","55.0","1.9","88628","6191","73.2","2.4","119254","5240","19.7","2.1","55704","4212","7.0","1.3","63906","13611","10091","574","56228","5015","53.1","3.0","52286","5716","40.5","2.8","45283","5501","12.6","2.1","86723","13513","46.9","3.0","60783","7742","34.1","3.3","51966","3035","12.8","2.4","92708","16133","26.7","(X)","(X)","(X)","27.7","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"8600000US94920","ZCTA5 94920","5402","224","155710","12086","95.2","1.7","156094","12201","0.4","0.7","-","**","0.0","0.6","-","**","3.4","1.3","222000","154414","0.0","0.6","-","**","0.4","0.6","-","**","0.6","0.5","-","**","6.9","3.0","113478","32542","88.9","3.5","157188","17077","1.2","1.5","-","**","14.6","2.9","188549","46492","43.6","3.8","176607","40151","40.6","3.1","122820","14014","3625","232","205056","19750","46.0","4.0","207369","42164","54.0","4.0","194145","25753","88.6","3.0","215240","26108","8.8","2.7","94375","32193","2.5","1.3","-","**","1777","235","88419","18578","67.2","7.6","80978","19864","58.5","7.7","73897","17969","8.7","4.3","164196","63659","32.8","7.6","100625","32224","24.5","6.7","69188","58423","8.3","3.9","250,000+","***","27.7","(X)","(X)","(X)","28.2","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
