"code","iso","country","NOE.raw.2003","NOE.raw.2004","NOE.raw.2005","NOE.raw.2006","NOE.raw.2007","NOE.raw.2008","NOE.raw.2009","NOE.raw.2010","NOE.raw.2011","NOE.raw.2012","NOE.raw.2013","NOE.raw.2014","NOE.raw.2015","NOE.raw.2016","NOE.raw.2017","NOE.raw.2018","NOE.raw.2019"
203,"CZE","Czech Republic",0.02955173,0.025965322,0.027241258,0.027385972,0.022778061,0.022772713,0.023193814,0.023429789,0.022507175,0.02045608,0.020896948,0.021239418,0.020214064,0.020963829,0.019677568,0.018530348,0.018910372
180,"COD","Dem. Rep. Congo",0.005275615,0.005626231,0.005793585,0.005816586,0.005234685,0.00556456,0.005827748,0.005758355,0.005595069,0.005565933,0.006037806,0.005662002,0.005998527,0.006665611,0.005508491,0.005707946,0.005698358
208,"DNK","Denmark",0.017210399,0.013719676,0.014043393,0.014433439,0.012917683,0.012828369,0.012849186,0.012301581,0.0132001,0.011663615,0.011536332,0.012118558,0.010878667,0.012322107,0.009319237,0.009964261,0.00971093
262,"DJI","Djibouti",0.002399694,0.002333932,0.002252713,0.002284207,0.002303825,0.002377279,0.00231609,0.002474115,0.002506451,0.002381018,0.00250578,0.002381373,0.002505667,0.002525818,0.003403056,0.003048276,0.003149924
212,"DMA","Dominica",0.000647084,0.000583628,0.000805503,0.000683691,0.000637466,0.000575142,0.000562937,0.000885933,0.000711728,0.000631503,0.000613698,0.000568408,0.00063029,0.000880935,0.000479194,0.000446046,0.000487344
214,"DOM","Dominican Republic",0.01264178,0.01240668,0.013685895,0.013582025,0.013282321,0.011827439,0.011601818,0.012300444,0.011846361,0.011740489,0.011214292,0.011643304,0.010887108,0.011940984,0.012051958,0.011268312,0.012051545
218,"ECU","Ecuador",0.008166915,0.007983679,0.00803494,0.00814848,0.008110343,0.008207436,0.008029801,0.007894049,0.008029872,0.007947054,0.008078801,0.007939738,0.008127986,0.007986822,0.008237875,0.007956886,0.008064031
818,"EGY","Egypt",0.027967221,0.027185967,0.028511088,0.029754125,0.028830205,0.028989046,0.029884605,0.03030435,0.029267599,0.029790641,0.032642085,0.034875913,0.033211509,0.034678273,0.037435027,0.037408974,0.038967628
222,"SLV","El Salvador",0.013027442,0.01357447,0.014261732,0.013780868,0.014402251,0.013257539,0.014867318,0.013677828,0.014608737,0.015131291,0.01466497,0.015324059,0.015554266,0.015660937,0.015263623,0.015537489,0.016803028
226,"GNQ","Equatorial Guinea",0.0007311,0.000747943,0.000788101,0.000804178,0.000832116,0.000859217,0.000892803,0.000873009,0.000925681,0.000992053,0.000987191,0.001014985,0.001038518,0.001182737,0.001105876,0.001143956,0.001188582
232,"ERI","Eritrea",0.003596703,0.003308694,0.003375856,0.003366898,0.003308882,0.00341832,0.003298462,0.00347454,0.003290449,0.003395018,0.003410239,0.003522518,0.003297885,0.003590446,0.004595609,0.004503826,0.005093074
233,"EST","Estonia",0.014243005,0.013475823,0.014307802,0.013520039,0.012684233,0.011038194,0.011896614,0.012052077,0.01226933,0.01026591,0.011849157,0.010702832,0.009139573,0.01113695,0.008197319,0.009556914,0.008791117
748,"SWZ","Eswatini",0.008700438,0.009233893,0.010031304,0.009796601,0.012530109,0.01117355,0.010393738,0.011472718,0.010798439,0.010619735,0.011290997,0.01205199,0.011310412,0.010990487,0.010505098,0.010896381,0.012062454
231,"ETH","Ethiopia",0.007081855,0.006223675,0.006593742,0.006141162,0.006365184,0.006292278,0.006122552,0.006364395,0.006245814,0.006365652,0.006476103,0.006510232,0.006591641,0.006650193,0.006505249,0.006545416,0.006730953
234,"FRO","Faeroe Islands",0.001542936,0.000727133,0.000678522,0.000840699,0.000622229,0.000745776,0.000838849,0.000785659,0.000793028,0.000517595,0.000680188,0.001037292,0.000647188,0.0007756,0.000603512,0.000700817,0.000638992
238,"FLK","Falkland Islands",0.000114917,0.000247631,0.000125565,0.000175124,0.000122762,0.00014155,0.000156216,0.000170389,0.000145683,0.00026225,0.000108798,9.56e-05,0.000107588,0.000139338,9.76e-05,9.02e-05,7.91e-05
242,"FJI","Fiji",0.000593679,0.000480254,0.000621406,0.000527478,0.00061818,0.000596115,0.000485354,0.000606372,0.000534057,0.000502245,0.000491993,0.00060501,0.000435541,0.000526962,0.000544616,0.000528315,0.000430765
246,"FIN","Finland",0.027437993,0.028247852,0.027181841,0.027450603,0.025477551,0.023414631,0.024369862,0.025203158,0.025079282,0.021522321,0.023091414,0.022310535,0.019910752,0.021697134,0.017854925,0.020910337,0.01880007
250,"FRA","France",0.023606456,0.020959503,0.020560783,0.02082783,0.020483843,0.019235371,0.018859992,0.018359395,0.01888882,0.017449828,0.01703712,0.017164847,0.01648857,0.016895499,0.015457246,0.014477434,0.013929249
258,"PYF","French Polynesia",0.000338612,0.000312874,0.000341772,0.000334483,0.00033567,0.000268312,0.000313654,0.000287928,0.000248283,0.000326509,0.000277633,0.000307302,0.00031312,0.000368365,0.000224957,0.000254848,0.000253917
266,"GAB","Gabon",0.001364813,0.001410991,0.00144632,0.001518351,0.001586555,0.001660885,0.001716464,0.001736541,0.00180895,0.00185008,0.001845949,0.001783547,0.001811845,0.001924293,0.001848804,0.001989064,0.002073132
270,"GMB","Gambia",0.002968954,0.003433076,0.003587922,0.003721557,0.003899729,0.004009319,0.003534347,0.004304706,0.003761556,0.003513624,0.003759215,0.003648947,0.003846386,0.004224318,0.00412402,0.004078388,0.004285084
268,"GEO","Georgia",0.006692313,0.005645636,0.005544584,0.005669229,0.005550478,0.005498655,0.005207967,0.005391734,0.005426146,0.005610361,0.005596059,0.005846138,0.005735136,0.005867991,0.0061658,0.006130135,0.006697405
276,"DEU","Germany",0.034738649,0.0304434,0.030164021,0.029078172,0.02674193,0.026055314,0.026301717,0.025928675,0.026245698,0.023361341,0.022377319,0.022933052,0.021544323,0.02168108,0.020335523,0.019245106,0.018388353
288,"GHA","Ghana",0.003662501,0.003622809,0.004035598,0.003459857,0.004178227,0.00453582,0.003831485,0.003820296,0.004260057,0.003695766,0.003967187,0.00369464,0.004480267,0.004715996,0.004245106,0.004211372,0.003990337
300,"GRC","Greece",0.014211111,0.013416674,0.012568646,0.013260247,0.014492598,0.013037897,0.012890025,0.01260293,0.011387089,0.011761871,0.011118638,0.011922363,0.01109539,0.011315529,0.010522864,0.009672352,0.009237983
304,"GRL","Greenland",0.000681357,0.000663348,0.000661618,0.000658401,0.000687352,0.000657926,0.000682261,0.000938478,0.000612217,0.000795494,0.000638576,0.000677176,0.00063039,0.000735987,0.000758548,0.000649141,0.00085503
308,"GRD","Grenada",0.000376845,0.000386015,0.00051548,0.000389617,0.000385748,0.000391391,0.000333091,0.000545777,0.000434473,0.000403113,0.000371436,0.000337059,0.000362142,0.000480166,0.000326728,0.000270441,0.000363183
320,"GTM","Guatemala",0.012545703,0.011398324,0.012921564,0.012140904,0.012372787,0.011595237,0.012483221,0.012036257,0.012680353,0.012579092,0.012260322,0.012219556,0.012251929,0.012340604,0.01313828,0.012514192,0.013439651
831,"GGY","Guernsey",0.02549849,0.020751316,0.021532871,0.02286611,0.021997507,0.019877097,0.020716805,0.020978152,0.0230606,0.019891249,0.017429624,0.023453834,0.018452188,0.022234804,0.014449857,0.019691941,0.015941282
324,"GIN","Guinea",0.005293462,0.005869242,0.005357622,0.00583637,0.0068762,0.006205879,0.007158909,0.005253473,0.005841468,0.006599906,0.005685334,0.006052227,0.006502181,0.008056338,0.005704319,0.00486941,0.005592629
624,"GNB","Guinea-Bissau",0.002901343,0.002813305,0.002787724,0.002815633,0.003472334,0.002927316,0.002866159,0.002587404,0.00292228,0.002861045,0.002638164,0.002710792,0.002999238,0.003335486,0.002372146,0.00250946,0.002746695
328,"GUY","Guyana",0.000342929,0.000213394,0.000246448,0.00020733,0.000203729,0.000209328,0.00022665,0.000296232,0.000205366,0.000246829,0.000193942,0.000212427,0.000258131,0.000312156,0.000180135,0.000186847,0.000219523
332,"HTI","Haiti",0.007717642,0.007333172,0.007639691,0.008125679,0.007756473,0.007610063,0.00755218,0.007246758,0.007920627,0.007396146,0.007729225,0.007350255,0.007229319,0.007472748,0.007158174,0.006721296,0.007228048
336,"VAT","Holy See",0.000159953,0.000243337,0.000113453,0.000120721,0.000215226,0.000119852,9.09e-05,0.000209948,0.000182736,9.11e-05,9.4e-05,0.000249312,9.21e-05,9.94e-05,0.000459698,7.24e-05,0.000113886
340,"HND","Honduras",0.005455492,0.004497343,0.006101612,0.005425419,0.005556895,0.005421281,0.005531516,0.004956025,0.006195367,0.005245921,0.005773623,0.005581118,0.005194,0.00561626,0.005606434,0.00560462,0.006175523
344,"HKG","Hong Kong",0.077081429,0.089729755,0.085311791,0.10508865,0.110379214,0.113577899,0.124087909,0.118262464,0.119040767,0.113934193,0.125257332,0.130020271,0.132595189,0.134495782,0.101589157,0.113722652,0.115226158
348,"HUN","Hungary",0.02167898,0.018228464,0.019631289,0.019647135,0.016826835,0.016278342,0.015801302,0.015661363,0.016289356,0.01465412,0.014877431,0.014981825,0.015387244,0.014845438,0.014179036,0.013780777,0.013559757
352,"ISL","Iceland",0.001363979,0.001105367,0.001153183,0.00108564,0.000997955,0.001103796,0.001293729,0.001308837,0.001115809,0.001165803,0.00108553,0.001229465,0.000918831,0.001326743,0.000918399,0.000772982,0.000904696
356,"IND","India",0.023192239,0.024108413,0.025757864,0.027034897,0.025983255,0.026920097,0.026040685,0.02664516,0.02809569,0.02797137,0.027744938,0.029587068,0.030617525,0.031780612,0.0325454,0.033789323,0.033638579
360,"IDN","Indonesia",0.017741865,0.018534226,0.019412946,0.018886924,0.018164811,0.018265004,0.019285771,0.019825973,0.017517804,0.018002622,0.018458182,0.018236466,0.017496782,0.019855093,0.015705258,0.014525197,0.014126231
364,"IRN","Iran",0.028119393,0.028531311,0.029922003,0.029745314,0.031062095,0.031133127,0.031683248,0.033905022,0.034533363,0.036001403,0.035894627,0.038465086,0.039900748,0.041209229,0.049442167,0.04800492,0.053522992
368,"IRQ","Iraq",0.019990725,0.019515205,0.02043368,0.019540128,0.02009873,0.020956312,0.021797709,0.023414548,0.022967963,0.025047968,0.026266824,0.027118004,0.028172063,0.029624347,0.031456639,0.030862294,0.032430557
372,"IRL","Ireland",0.009605525,0.006796441,0.006742463,0.007252646,0.007377895,0.007068621,0.006330813,0.007610854,0.006732876,0.00612102,0.006175492,0.006167356,0.005500885,0.006258116,0.004875948,0.005483507,0.005246613
833,"IMN","Isle of Man",0.015529612,0.009644018,0.009502036,0.010546049,0.01026556,0.009831646,0.008861397,0.010751792,0.010108624,0.009043944,0.008712722,0.008931753,0.00778905,0.008754433,0.005436241,0.00686761,0.006282019
376,"ISR","Israel",0.046029551,0.043593055,0.046676731,0.046863278,0.048004577,0.049402048,0.050918484,0.056348362,0.048304044,0.05183656,0.054344104,0.05963867,0.058711158,0.061188838,0.052443651,0.054523197,0.053346104
380,"ITA","Italy",0.03599485,0.034370892,0.032639359,0.033861856,0.032032615,0.030004643,0.029295814,0.027057134,0.029897592,0.027190534,0.025744618,0.025028948,0.025630564,0.023480116,0.021341452,0.020066475,0.019471749
388,"JAM","Jamaica",0.008149301,0.008211504,0.009334146,0.007801729,0.008409791,0.007567093,0.007581535,0.008558618,0.008059374,0.007560372,0.007895895,0.008288857,0.007975773,0.009097883,0.007486947,0.006616307,0.007218454
392,"JPN","Japan",0.050767219,0.047419065,0.043868209,0.043663619,0.041079221,0.038035822,0.035104164,0.031466408,0.029859346,0.027354019,0.02633903,0.026397488,0.025220627,0.024101645,0.021227675,0.019850744,0.018434172
832,"JEY","Jersey",0.027622635,0.023336336,0.0239426,0.025259918,0.024330934,0.021995661,0.02331925,0.023179437,0.025472294,0.022327202,0.019934365,0.025932995,0.020995086,0.024541694,0.016879559,0.0220483,0.01804697
400,"JOR","Jordan",0.03170283,0.029744986,0.030676163,0.031893381,0.030997132,0.031440341,0.032275212,0.032769788,0.033277093,0.034111864,0.033798931,0.037094814,0.036770208,0.037238624,0.039234022,0.039705663,0.038657492
398,"KAZ","Kazakhstan",0.008264433,0.00764162,0.008652825,0.008062614,0.007757583,0.00760455,0.006866125,0.006843961,0.007106658,0.008008404,0.007030803,0.007901532,0.007902025,0.008265826,0.008420804,0.00849102,0.009131367
404,"KEN","Kenya",0.008115068,0.007577894,0.007918392,0.007872288,0.008525649,0.008601048,0.008513326,0.008899745,0.009337639,0.00979669,0.009829101,0.010015018,0.010434765,0.010381216,0.010349197,0.010879893,0.010800986
296,"KIR","Kiribati",1.69e-05,1.78e-05,1.65e-05,1.67e-05,1.42e-05,1.27e-05,1.64e-05,1.42e-05,1.28e-05,1.49e-05,1.31e-05,1.44e-05,1.81e-05,1.32e-05,1.14e-05,1.19e-05,1.37e-05
689,"XKX","Kosovo",0.011859535,0.010697785,0.010694917,0.010717262,0.011134499,0.009840265,0.010091892,0.009035316,0.010484053,0.010726986,0.009542142,0.009711122,0.009687239,0.009269988,0.009060905,0.008906193,0.009066248
414,"KWT","Kuwait",0.056907086,0.060583386,0.059251512,0.061209208,0.057925959,0.056513586,0.057389394,0.066130901,0.057479502,0.064724648,0.060416395,0.061871037,0.064686261,0.0658008,0.073099763,0.063814261,0.0701472
417,"KGZ","Kyrgyzstan",0.013395244,0.012187311,0.01342015,0.012851203,0.012001655,0.011327853,0.010876674,0.010376626,0.01102876,0.011726463,0.011328613,0.01225445,0.012158461,0.012591678,0.012519194,0.012537162,0.013417001
418,"LAO","Laos",0.006806326,0.01004927,0.00847569,0.008062744,0.010750551,0.006926608,0.008061426,0.010987384,0.006561987,0.009101817,0.008255071,0.009135506,0.00931471,0.01346439,0.007130058,0.0065547,0.009863379
428,"LVA","Latvia",0.007638105,0.006755322,0.007228728,0.006965545,0.006693134,0.005973569,0.006621672,0.006938582,0.006344567,0.006408785,0.006963843,0.006918195,0.006759047,0.007402047,0.005856343,0.006352926,0.00583846
422,"LBN","Lebanon",0.03043241,0.030108551,0.031103554,0.031740508,0.031621096,0.033010971,0.032443188,0.036554035,0.032651674,0.034277923,0.034373025,0.037305569,0.037416102,0.038398883,0.036031378,0.034889211,0.034947314
426,"LSO","Lesotho",0.019461456,0.017550643,0.017240688,0.017471323,0.017711871,0.016530787,0.017268468,0.01861481,0.018348422,0.017723763,0.016959554,0.018380278,0.017197685,0.017573806,0.017858602,0.017730597,0.018929369
430,"LBR","Liberia",0.001607681,0.001451715,0.001067684,0.001452144,0.002118854,0.001742804,0.004840745,0.001493278,0.001557313,0.002420663,0.001596011,0.002089261,0.003092709,0.002404273,0.001981736,0.001653654,0.002407004
434,"LBY","Libya",0.006012637,0.00661858,0.0063455,0.007518419,0.007211069,0.007420615,0.007218095,0.007461593,0.008037702,0.007934849,0.007880232,0.009094479,0.008646469,0.009362716,0.009232594,0.009334816,0.009613056
438,"LIE","Liechtenstein",0.026407307,0.023610211,0.023904332,0.024921636,0.022975174,0.022973054,0.02184589,0.02100954,0.022373791,0.019645557,0.020167514,0.019148083,0.019377053,0.01805223,0.016623156,0.016657153,0.016508743
440,"LTU","Lithuania",0.007220379,0.006373744,0.006835207,0.006739627,0.006381569,0.005455845,0.006444445,0.00677624,0.006338344,0.006533995,0.00652075,0.00680616,0.006565193,0.007128995,0.006368037,0.006873927,0.006231292
442,"LUX","Luxembourg",0.030715137,0.02691693,0.026266192,0.025805385,0.02570349,0.023490873,0.023604784,0.024142578,0.024122974,0.021283158,0.021377148,0.020697263,0.019505507,0.020380805,0.019572814,0.018746472,0.016984012
446,"MAC","Macao",0.059412194,0.067592323,0.062945385,0.076116445,0.079767173,0.083794044,0.089548842,0.086927525,0.086892263,0.086260291,0.091314622,0.094706362,0.094235645,0.096181832,0.082288554,0.088436723,0.090511863
450,"MDG","Madagascar",0.002861671,0.002288668,0.002812311,0.002804331,0.002805306,0.002749854,0.003064951,0.003228548,0.003315683,0.003242185,0.003382287,0.003039661,0.003199951,0.003272173,0.002665334,0.002794496,0.002708803
