"code","iso","country","COE.raw.2003","COE.raw.2004","COE.raw.2005","COE.raw.2006","COE.raw.2007","COE.raw.2008","COE.raw.2009","COE.raw.2010","COE.raw.2011","COE.raw.2012","COE.raw.2013","COE.raw.2014","COE.raw.2015","COE.raw.2016","COE.raw.2017","COE.raw.2018","COE.raw.2019"
40,"AUT","Austria",0.245982939,0.222170612,0.221704342,0.218983859,0.204080968,0.198940619,0.195194786,0.199540359,0.191449292,0.184466041,0.18592814,0.183909926,0.186458793,0.176166728,0.172641311,0.168216652,0.161532876
31,"AZE","Azerbaijan",0.162809938,0.155876224,0.155271992,0.156189971,0.153244261,0.145474242,0.142294818,0.155729741,0.144387159,0.151711479,0.145167714,0.142002831,0.147442595,0.14281393,0.14295614,0.138202616,0.141603138
44,"BHS","Bahamas",0.108875901,0.107835238,0.107685223,0.106721892,0.104221588,0.09853504,0.092878403,0.101727767,0.097132364,0.095564304,0.091859482,0.092993831,0.090264583,0.093706289,0.088399313,0.084062421,0.082649117
48,"BHR","Bahrain",0.21906979,0.222155488,0.223123501,0.225774297,0.233260714,0.216148038,0.203687611,0.240549485,0.208703704,0.220561867,0.217406529,0.217510054,0.223664608,0.2366468,0.256855709,0.244641569,0.242437058
50,"BGD","Bangladesh",0.608519741,0.583779388,0.578246638,0.644906954,0.635472799,0.631083288,0.689169474,0.61723098,0.671046823,0.669895189,0.657703139,0.707356582,0.693170292,0.698953332,0.645852804,0.735738248,0.701320834
52,"BRB","Barbados",0.091092005,0.086667965,0.087728989,0.085381353,0.086384027,0.082229907,0.078389086,0.08191312,0.079863915,0.080154847,0.080050544,0.076959855,0.080015264,0.078854815,0.078353187,0.076235863,0.074909329
112,"BLR","Belarus",0.16960585,0.159222956,0.158342819,0.160442133,0.152287119,0.145215908,0.143750735,0.157114403,0.142372093,0.145047158,0.142605385,0.142165451,0.142725589,0.139483691,0.134313536,0.135461756,0.13373544
56,"BEL","Belgium",0.291278319,0.255764618,0.246043773,0.23445868,0.226183466,0.213738597,0.206783288,0.211998191,0.202386576,0.195150576,0.196412134,0.186938614,0.179099468,0.179753813,0.175740187,0.166392244,0.157102356
84,"BLZ","Belize",0.136772506,0.111719091,0.146316386,0.110578087,0.120076052,0.109348959,0.10654732,0.118127672,0.119938807,0.107638481,0.116585028,0.107267021,0.107700957,0.111109063,0.1113915,0.099892269,0.108259455
204,"BEN","Benin",0.225679521,0.248418475,0.235112896,0.224966871,0.257625038,0.260175899,0.228813198,0.229166707,0.236208606,0.231461207,0.243875652,0.233106724,0.256794554,0.258788026,0.268386185,0.258560018,0.26122464
60,"BMU","Bermuda",0.119138404,0.113051543,0.112382852,0.11077024,0.110466335,0.104235842,0.096075964,0.106792981,0.098751326,0.100213361,0.096843228,0.096234697,0.095891839,0.095221125,0.092489242,0.090691771,0.088503751
64,"BTN","Bhutan",0.415369157,0.403459181,0.414342153,0.437681525,0.431432271,0.426334483,0.485394026,0.447592544,0.454526627,0.469088363,0.437462546,0.489765323,0.454378647,0.454759385,0.44311254,0.466186231,0.440378274
68,"BOL","Bolivia",0.179564363,0.199402399,0.190936558,0.167258694,0.198312158,0.161942651,0.141704326,0.207562845,0.164719825,0.145540223,0.136387208,0.138651875,0.149775192,0.170597866,0.156344491,0.14160977,0.161268895
70,"BIH","Bosnia and Herzegovina",0.215732516,0.194748928,0.201159337,0.190554729,0.189872703,0.177619641,0.173108116,0.170954353,0.176096917,0.178698827,0.162632646,0.159456817,0.166825481,0.157919142,0.163142751,0.152408168,0.148627646
72,"BWA","Botswana",0.124403785,0.118316051,0.133690804,0.126016954,0.130472377,0.151879243,0.123292625,0.176845232,0.155925757,0.132836792,0.125037183,0.122211551,0.131353974,0.128225459,0.131572524,0.133068249,0.131159261
76,"BRA","Brazil",0.174864528,0.16898412,0.171131627,0.164961128,0.172053706,0.152215884,0.145563948,0.16145948,0.146644324,0.149538904,0.139373945,0.147607983,0.158031449,0.151492237,0.150314201,0.14740961,0.156355143
92,"VGB","British Virgin Islands",0.094199394,0.089419499,0.090383133,0.088952452,0.08680699,0.085034844,0.079751747,0.085704077,0.079673639,0.08213274,0.080215795,0.07672444,0.078397979,0.077755231,0.077042893,0.075391184,0.073503448
96,"BRN","Brunei Darussalam",0.278868011,0.221335462,0.343921101,0.250958459,0.189081573,0.16941046,0.574211784,0.229533799,0.328645597,0.311177203,0.229991826,0.224579624,0.309279836,0.294966057,0.153172363,0.247163654,0.356383236
100,"BGR","Bulgaria",0.21763794,0.208583932,0.206755094,0.203911667,0.194810357,0.18907091,0.180971766,0.183609801,0.184459506,0.181000761,0.172385133,0.167614764,0.1716988,0.16731069,0.165929795,0.1593532,0.15903477
854,"BFA","Burkina Faso",0.182333095,0.197927843,0.185523314,0.173121465,0.175772522,0.169927899,0.17575203,0.187964442,0.180447583,0.169986316,0.18138598,0.182587399,0.17400112,0.187758841,0.191856294,0.187540469,0.183547668
108,"BDI","Burundi",0.419280925,0.408409961,0.408822467,0.384544834,0.428497218,0.408257038,0.406481021,0.425284896,0.420257313,0.442114128,0.436961069,0.437610997,0.450095609,0.438533097,0.398697749,0.43345115,0.40619858
132,"CPV","Cabo Verde",0.108515377,0.101550658,0.102728673,0.100035612,0.10174592,0.096936969,0.090431702,0.093764328,0.093271832,0.094638898,0.092666396,0.089214281,0.093564226,0.092087131,0.087252091,0.086728673,0.08642077
116,"KHM","Cambodia",0.245715105,0.268154932,0.254095536,0.228401204,0.22767536,0.229636413,0.246874389,0.245957376,0.251734753,0.236050031,0.258167041,0.247179876,0.259005801,0.261615746,0.210843224,0.227631166,0.222957632
120,"CMR","Cameroon",0.253759257,0.265789273,0.255325696,0.241099113,0.253624338,0.253070954,0.232955183,0.243319096,0.241075646,0.229542559,0.247147472,0.239699517,0.251077255,0.271173313,0.262880695,0.259864268,0.262585244
124,"CAN","Canada",0.240437458,0.207091628,0.207183759,0.197194009,0.187902128,0.181669034,0.167958413,0.17502491,0.167230595,0.173345033,0.166550664,0.163622731,0.170340123,0.156310697,0.160487222,0.158666349,0.150512064
136,"CYM","Cayman Islands",0.107047622,0.10603166,0.103406306,0.101626271,0.100563758,0.096108767,0.093544029,0.101545709,0.095620321,0.094636952,0.093373229,0.093313057,0.094806529,0.094583336,0.087700761,0.085647971,0.084102902
140,"CAF","Central African Republic",0.375523325,0.374448837,0.370211391,0.354796133,0.346928847,0.371864031,0.329887963,0.337504803,0.351606406,0.30059727,0.315926536,0.332166857,0.328910232,0.33692195,0.304915105,0.343126422,0.304776577
148,"TCD","Chad",0.211210846,0.229513182,0.211629712,0.209191529,0.204425021,0.194609855,0.184107554,0.189002917,0.18668371,0.184877298,0.19618916,0.179535879,0.174340665,0.19008951,0.178201191,0.184662969,0.175395445
152,"CHL","Chile",0.387450487,0.37377973,0.362099341,0.366352882,0.379408888,0.386925713,0.362944326,0.379627496,0.38236658,0.364975604,0.386448149,0.391523334,0.374991678,0.408409448,0.429742799,0.396084556,0.398336735
156,"CHN","China",0.647950047,0.64248173,0.639748973,0.671730746,0.696505535,0.687930987,0.69568642,0.673202036,0.689852495,0.684705021,0.703810497,0.703644534,0.704168181,0.68897673,0.689349448,0.693456622,0.714259132
170,"COL","Colombia",0.208649883,0.196846241,0.192251572,0.184953541,0.198933461,0.180492904,0.184370224,0.196169296,0.171101219,0.185084959,0.18799255,0.192582793,0.201712357,0.208736403,0.190770291,0.194531201,0.203316906
174,"COM","Comoros",0.08719677,0.085142896,0.087757963,0.088179998,0.093475252,0.083543241,0.0789653,0.083170954,0.083225025,0.083627268,0.082374353,0.083053338,0.088524941,0.083236151,0.082614437,0.08166971,0.077971177
184,"COK","Cook Islands",0.059756333,0.058554095,0.057884904,0.056303437,0.058258699,0.05341817,0.050410249,0.051857152,0.049531338,0.050904363,0.047956152,0.048062311,0.04947507,0.048104685,0.052248058,0.051418992,0.050641185
188,"CRI","Costa Rica",0.127556266,0.122141732,0.127346841,0.121672243,0.125302281,0.11753735,0.11585134,0.125185893,0.118182899,0.122597233,0.122767681,0.117787367,0.121028532,0.12497001,0.122972597,0.121695551,0.118560389
384,"CIV","Cote d'Ivoire",0.206508374,0.195455401,0.197548867,0.189329369,0.20593883,0.215012956,0.201403929,0.190133029,0.203053828,0.190775366,0.196463539,0.180661148,0.205875678,0.21359687,0.207864682,0.198707613,0.202019334
191,"HRV","Croatia",0.257247366,0.234887456,0.240931561,0.226297407,0.222617066,0.211802154,0.200013265,0.19985988,0.207348012,0.199681006,0.192331433,0.184820512,0.200033197,0.187763684,0.184834943,0.176138312,0.170199209
192,"CUB","Cuba",0.122888509,0.122037794,0.120984309,0.118724829,0.117096993,0.110408792,0.108053774,0.113128513,0.110693221,0.108016023,0.106824861,0.105726493,0.106743768,0.105788862,0.10261438,0.098492301,0.098470632
531,"CUW","Curacao",0.094579413,0.091334798,0.097156974,0.088867589,0.091655702,0.086478449,0.081734699,0.093132363,0.087095991,0.085342556,0.086424627,0.080340954,0.084979236,0.087453436,0.085998569,0.079734339,0.082354787
196,"CYP","Cyprus",0.164072441,0.150874984,0.151402439,0.145616246,0.147727785,0.142499749,0.134687231,0.146397661,0.13465586,0.139901673,0.141116164,0.129771608,0.134335748,0.136200738,0.128272586,0.124131766,0.120968988
203,"CZE","Czech Republic",0.269709535,0.242024237,0.251305435,0.250062918,0.220853782,0.21825483,0.218652883,0.225309056,0.212793467,0.201871299,0.202422862,0.204065408,0.19802606,0.193893084,0.188750328,0.180000542,0.177453892
180,"COD","Dem. Rep. Congo",0.339453823,0.359307812,0.371555205,0.354266279,0.358571128,0.367425387,0.36185744,0.375602879,0.381569114,0.36815883,0.38459239,0.372880529,0.401784919,0.387296708,0.329569517,0.361249504,0.353338417
208,"DNK","Denmark",0.187998774,0.161596888,0.161678839,0.165155395,0.153145044,0.147680789,0.144577445,0.147676486,0.14084603,0.14200666,0.137465824,0.142830901,0.135083019,0.134145307,0.1274444,0.131082334,0.126062652
262,"DJI","Djibouti",0.123818708,0.126121689,0.12178295,0.12116438,0.126029443,0.120189348,0.115577073,0.121455121,0.128076954,0.121948776,0.122560607,0.117006459,0.122164233,0.125701411,0.15160955,0.141495879,0.140947551
212,"DMA","Dominica",0.094859717,0.089161595,0.09185847,0.089305012,0.088426516,0.085127821,0.080082171,0.085058349,0.081893162,0.082586461,0.081703676,0.077947798,0.080999622,0.081205617,0.078463839,0.076547362,0.074931706
214,"DOM","Dominican Republic",0.155425613,0.153272036,0.168276391,0.159322514,0.157205412,0.143251762,0.133569559,0.147054574,0.139096558,0.140150094,0.133984575,0.133412997,0.131122371,0.134748579,0.135525054,0.128914224,0.133034103
218,"ECU","Ecuador",0.181582279,0.174534334,0.182168593,0.164978209,0.182874774,0.16394176,0.168241089,0.176837006,0.162407019,0.165933033,0.171416873,0.167767211,0.180252735,0.189376938,0.175387568,0.173979036,0.17905837
818,"EGY","Egypt",0.311569844,0.301462622,0.313853623,0.318556466,0.313495732,0.308707872,0.310961414,0.324223577,0.301408999,0.310755626,0.333394152,0.347436945,0.327722047,0.335367607,0.346511647,0.342315141,0.346349392
222,"SLV","El Salvador",0.209123533,0.212031251,0.2182929,0.203064399,0.211013852,0.191703678,0.210518675,0.204310257,0.204578488,0.211560161,0.211029998,0.212331591,0.215496086,0.220083387,0.208602246,0.211556901,0.222764493
226,"GNQ","Equatorial Guinea",0.147766147,0.158402688,0.160053664,0.150452402,0.152129332,0.162234036,0.147488215,0.159027245,0.156895096,0.144144865,0.158671592,0.151832084,0.17280917,0.174330138,0.175002618,0.172943157,0.177020829
232,"ERI","Eritrea",0.146707651,0.148428746,0.146860429,0.147543222,0.150279772,0.148746945,0.139421823,0.147740902,0.145395538,0.147682272,0.148858505,0.145796694,0.143061467,0.147108288,0.200783036,0.198002785,0.209992076
233,"EST","Estonia",0.187550303,0.177880503,0.175864733,0.180983118,0.173472787,0.161555705,0.160321646,0.17313813,0.158260718,0.160606027,0.158667206,0.159238483,0.151172947,0.152157042,0.142407112,0.147247725,0.14266544
748,"SWZ","Eswatini",0.207404447,0.214856487,0.233442998,0.215239097,0.271746268,0.236649019,0.211981818,0.242917662,0.228395494,0.227587166,0.233582816,0.250723624,0.242712827,0.22433308,0.231634771,0.244889717,0.251385623
231,"ETH","Ethiopia",0.272616541,0.27221569,0.279568765,0.268858017,0.276345337,0.27240628,0.266553419,0.279758389,0.276899033,0.279947325,0.285599756,0.282072821,0.283855337,0.289407386,0.290123559,0.288980941,0.287389941
234,"FRO","Faeroe Islands",0.137255372,0.12089938,0.118467982,0.121889203,0.116801074,0.116580497,0.108158728,0.114590247,0.109757936,0.115071371,0.110810907,0.112410922,0.108792454,0.105179142,0.104293025,0.106079945,0.104382362
238,"FLK","Falkland Islands",0.061832919,0.064773059,0.062428934,0.062279195,0.061564329,0.059197072,0.053516829,0.057476337,0.056705015,0.057808408,0.053758852,0.052756083,0.053927583,0.054877282,0.054007466,0.05374895,0.053296117
242,"FJI","Fiji",0.069618565,0.065106082,0.067163193,0.063732934,0.066523595,0.061990279,0.057910892,0.0619934,0.058595889,0.058609664,0.057125451,0.060580618,0.058333017,0.060012867,0.060063346,0.059583104,0.058721455
246,"FIN","Finland",0.173004497,0.162122845,0.160381657,0.162877161,0.152490421,0.148233528,0.142484509,0.150789419,0.142011206,0.144217644,0.138463532,0.141141463,0.134969594,0.134880187,0.127270744,0.132832122,0.127750102
250,"FRA","France",0.253189452,0.22636577,0.220298426,0.217403284,0.210887284,0.19654356,0.186706499,0.187751834,0.185047959,0.180051947,0.177197304,0.172468275,0.170739693,0.16902954,0.163275419,0.154719353,0.149522546
258,"PYF","French Polynesia",0.062476843,0.059208014,0.059587238,0.056626409,0.058773132,0.054349267,0.050499403,0.052319301,0.04996368,0.051302746,0.049533395,0.048461098,0.050259802,0.049836345,0.052267676,0.051447115,0.050262141
266,"GAB","Gabon",0.165747451,0.179273159,0.180496992,0.173176574,0.171746026,0.186712351,0.175150476,0.18662566,0.186507223,0.169389522,0.186539231,0.176828063,0.196083147,0.200163284,0.192538356,0.192992864,0.200157601
270,"GMB","Gambia",0.157457499,0.167110575,0.168806052,0.168567487,0.174195271,0.1814675,0.162630275,0.188508192,0.170324673,0.160728839,0.170856801,0.160362575,0.170069339,0.179373192,0.172915037,0.170875552,0.174622331
268,"GEO","Georgia",0.163388546,0.154465485,0.153261535,0.154605874,0.154199395,0.143851372,0.137779487,0.149014435,0.143419973,0.144733675,0.138573256,0.136339017,0.139976238,0.135333343,0.137910618,0.133148062,0.134877815
276,"DEU","Germany",0.254125896,0.224802776,0.223699885,0.217815211,0.2014408,0.195714118,0.191103922,0.195432842,0.188129526,0.179962206,0.176065841,0.178595381,0.173439511,0.168054481,0.165644612,0.158383266,0.150969142
288,"GHA","Ghana",0.22638468,0.23010721,0.238592251,0.213427697,0.248022057,0.257566673,0.219375526,0.225044993,0.240808551,0.215746178,0.232097824,0.214425565,0.256247363,0.269744366,0.261195083,0.248308071,0.242346277
300,"GRC","Greece",0.200226803,0.187572404,0.184371796,0.182860673,0.20375318,0.171010485,0.164294387,0.167241724,0.16254335,0.166622577,0.157300463,0.153855013,0.157897737,0.154383684,0.148833474,0.143745787,0.140648109
304,"GRL","Greenland",0.127085605,0.113126686,0.114118296,0.112339108,0.111558971,0.10967388,0.101938937,0.106735657,0.104337463,0.111414907,0.106895746,0.108104215,0.10494048,0.101923567,0.101324271,0.10219904,0.099407313
308,"GRD","Grenada",0.089890852,0.08622497,0.087482887,0.084822371,0.08604505,0.082146153,0.078421423,0.08270267,0.079995587,0.079815332,0.07999069,0.07674317,0.08021799,0.078645719,0.078680169,0.076330484,0.076707607
320,"GTM","Guatemala",0.273391317,0.232568879,0.276151917,0.242489687,0.253599406,0.229542923,0.243949083,0.248772267,0.248714277,0.243630013,0.249074874,0.233464005,0.234451855,0.24557089,0.24179051,0.227519948,0.243540867
831,"GGY","Guernsey",0.17691323,0.146639145,0.147682895,0.148967301,0.146018326,0.139182504,0.12570258,0.132962049,0.134053196,0.130607144,0.127188314,0.127665873,0.124693724,0.124704579,0.115318984,0.12035325,0.116054427
324,"GIN","Guinea",0.288493347,0.308468468,0.278035948,0.295124512,0.328727104,0.30167425,0.346645289,0.278659858,0.297446246,0.309235146,0.289583567,0.302718061,0.322238682,0.360580917,0.30219203,0.265496572,0.284281143
624,"GNB","Guinea-Bissau",0.191122093,0.18986954,0.185150699,0.184840167,0.20845982,0.195864305,0.192442359,0.197623448,0.195059883,0.183391406,0.188782254,0.181224622,0.193308927,0.207493761,0.178579965,0.184210102,0.186280002
328,"GUY","Guyana",0.099895469,0.094465682,0.097444022,0.093775888,0.096334829,0.09165979,0.092602178,0.097758211,0.092163655,0.090307528,0.090310413,0.089075353,0.096102351,0.093660431,0.09011003,0.088442929,0.090680935
332,"HTI","Haiti",0.172181089,0.170007352,0.172495003,0.177865832,0.173760063,0.168844472,0.164853846,0.166995776,0.169635609,0.165867054,0.16601017,0.158355765,0.159926515,0.162782088,0.155015026,0.149651182,0.155118484
336,"VAT","Holy See",0.136904941,0.124976308,0.120952691,0.120350151,0.120706495,0.120063854,0.10701659,0.130201088,0.118674658,0.121869381,0.116672003,0.150479783,0.115657464,0.11045781,0.1495543,0.109204585,0.107985974
340,"HND","Honduras",0.181510128,0.147648053,0.190545066,0.158000784,0.162658823,0.152584647,0.155425059,0.15279661,0.171398113,0.146452475,0.164743709,0.155526259,0.151816215,0.166066492,0.152719862,0.152169531,0.162538395
344,"HKG","Hong Kong",0.671209018,0.751356687,0.651695122,0.775337385,0.791222633,0.815588375,0.852737056,0.779255117,0.810753992,0.76160006,0.806189328,0.823418988,0.826022029,0.817045614,0.702955509,0.762614466,0.773905334
348,"HUN","Hungary",0.242608789,0.213534896,0.223174692,0.217167815,0.202226715,0.194824245,0.19117078,0.191853497,0.1914179,0.185452655,0.180798823,0.178678957,0.183288443,0.172759763,0.17075979,0.165243194,0.16088
352,"ISL","Iceland",0.138375815,0.123801567,0.122499245,0.121388593,0.119126703,0.118897705,0.11144625,0.11725523,0.11192634,0.117994595,0.113219044,0.115216534,0.111020378,0.109311954,0.106191513,0.106898807,0.10622842
356,"IND","India",0.632983358,0.651811088,0.620063216,0.640685906,0.652661679,0.686162417,0.657914703,0.675457873,0.701647843,0.674636955,0.680875654,0.700919354,0.728253346,0.752006656,0.731298566,0.758780144,0.72191899
360,"IDN","Indonesia",0.445344304,0.497557919,0.502223319,0.506434221,0.418076947,0.407694129,0.454462781,0.396536407,0.393571229,0.404196067,0.374947435,0.466639243,0.539500923,0.358063411,0.267174286,0.26623112,0.330748254
364,"IRN","Iran",0.250455162,0.25341085,0.260012964,0.257920881,0.27157004,0.269440227,0.268723752,0.289689847,0.297000084,0.309485901,0.309753178,0.327148482,0.337550217,0.345097261,0.387706335,0.374796558,0.408688479
368,"IRQ","Iraq",0.241890491,0.240802632,0.242187908,0.237362661,0.243891012,0.243917505,0.244650172,0.262905598,0.252968553,0.271487128,0.278804265,0.279307794,0.295373575,0.301937151,0.308487067,0.297556005,0.316065306
372,"IRL","Ireland",0.156705036,0.132555574,0.133491162,0.135444455,0.13260101,0.129122623,0.117680143,0.130435364,0.120084795,0.123877963,0.122738362,0.119409899,0.118361892,0.116604462,0.111213607,0.114049097,0.112086768
833,"IMN","Isle of Man",0.173680918,0.142984871,0.142397007,0.147146261,0.140868921,0.137648998,0.125639049,0.138806215,0.129785908,0.131923816,0.129716301,0.127748591,0.123758424,0.123575501,0.113660364,0.118876559,0.11612106
376,"ISR","Israel",0.288233032,0.284369579,0.291813353,0.29197787,0.305792784,0.309743113,0.313642783,0.361552006,0.313780787,0.342119847,0.351592102,0.371788021,0.379885597,0.391175853,0.350436151,0.363015471,0.356192738
380,"ITA","Italy",0.321449234,0.297847287,0.285983281,0.285288464,0.272995621,0.250795887,0.240116652,0.230278513,0.244035924,0.234259159,0.222585127,0.217762111,0.226055117,0.208862114,0.207854447,0.182723124,0.17502529
388,"JAM","Jamaica",0.142225864,0.145812692,0.150219314,0.140869635,0.141317493,0.133621305,0.132645921,0.146668316,0.137390396,0.134475275,0.135413615,0.134257669,0.135369669,0.143688301,0.126768006,0.11918041,0.121403755
392,"JPN","Japan",0.28576957,0.248583057,0.23917575,0.235626263,0.230297627,0.231701031,0.216561011,0.205738486,0.19639216,0.19354931,0.194355291,0.198605645,0.190131306,0.179912534,0.171005087,0.168767319,0.165884678
832,"JEY","Jersey",0.187009651,0.156372274,0.156968582,0.159023317,0.154896059,0.146524329,0.134080353,0.139876393,0.141585038,0.13803229,0.133643327,0.134741896,0.131248527,0.131693996,0.122241864,0.126265775,0.121877618
400,"JOR","Jordan",0.245954533,0.243766072,0.242812516,0.249720963,0.254407272,0.253076731,0.253086765,0.268260858,0.264750755,0.277423107,0.274182423,0.284770259,0.293673082,0.293572874,0.303358852,0.301120293,0.295485887
398,"KAZ","Kazakhstan",0.168652324,0.16058934,0.157834914,0.154835806,0.153010862,0.149944169,0.136914264,0.147066508,0.139867248,0.163685213,0.140796066,0.140637661,0.14131485,0.139386267,0.13761792,0.135937473,0.139413506
404,"KEN","Kenya",0.309391229,0.312819695,0.318268542,0.311933339,0.336327209,0.331576513,0.319899452,0.336377452,0.347284863,0.354813407,0.3511929,0.351756515,0.368307289,0.369556922,0.351879059,0.368018326,0.355621553
296,"KIR","Kiribati",0.06699874,0.064856341,0.064980559,0.064810935,0.066232643,0.057702286,0.05829424,0.062735484,0.054295071,0.058001562,0.057182254,0.052872293,0.056154076,0.061134701,0.056488775,0.05300219,0.058200616
689,"XKX","Kosovo",0.232601461,0.214614087,0.227238983,0.217040081,0.226560768,0.193843381,0.190994915,0.183438806,0.200757803,0.210341795,0.174685698,0.17082924,0.176427672,0.161022603,0.164063815,0.158645369,0.156407747
414,"KWT","Kuwait",0.28334812,0.295345893,0.290574807,0.288723951,0.286636941,0.286053736,0.280907695,0.301595509,0.278155957,0.296294205,0.296576453,0.30172979,0.30128038,0.308545586,0.333855157,0.315368621,0.324498154
417,"KGZ","Kyrgyzstan",0.153228271,0.147051862,0.149315265,0.145128525,0.149423385,0.143026422,0.135755912,0.139250016,0.139670357,0.14859687,0.13953461,0.140552751,0.142934425,0.141303288,0.145009594,0.141813139,0.141965515
418,"LAO","Laos",0.418401897,0.556769331,0.46324422,0.426267296,0.540592404,0.389686394,0.439247389,0.567443264,0.391087501,0.504358229,0.456118,0.474432121,0.479470121,0.670066933,0.360392302,0.339147028,0.470806169
428,"LVA","Latvia",0.208187639,0.192714288,0.195324544,0.200556939,0.18736007,0.177102351,0.180102095,0.191704364,0.175083311,0.173795923,0.179329286,0.174123091,0.170281868,0.170861879,0.156161472,0.160827821,0.153094946
422,"LBN","Lebanon",0.294021871,0.299084988,0.295024562,0.304450133,0.304894174,0.309991561,0.300396005,0.344872611,0.30995765,0.32873548,0.326525918,0.332840272,0.342569744,0.350670453,0.321114047,0.308343267,0.308918725
426,"LSO","Lesotho",0.194784272,0.180352926,0.187055075,0.1790019,0.191970794,0.178242459,0.173927923,0.206301609,0.180691128,0.180001751,0.176764939,0.186648171,0.186581636,0.187180151,0.187645233,0.189268223,0.194013034
430,"LBR","Liberia",0.188611834,0.175194899,0.161999289,0.169013279,0.195670073,0.185041099,0.308656469,0.165799602,0.175551661,0.196408413,0.17139906,0.184362502,0.237232283,0.202358399,0.204107722,0.182987694,0.212811769
434,"LBY","Libya",0.14814179,0.140026891,0.139448156,0.14043758,0.142620043,0.135170265,0.129447231,0.134432898,0.136102881,0.138543806,0.1343671,0.136795518,0.138683295,0.137440952,0.138613925,0.134675988,0.137021132
438,"LIE","Liechtenstein",0.241131308,0.216568775,0.221411419,0.218546584,0.207956076,0.200895408,0.190886455,0.18957684,0.186813251,0.181608969,0.182602258,0.176970813,0.179652523,0.169416325,0.166921182,0.159199045,0.153810246
440,"LTU","Lithuania",0.195094384,0.181007686,0.182690104,0.185228699,0.172167415,0.164969489,0.169047504,0.176986171,0.163500961,0.164531226,0.16504383,0.16040507,0.160567462,0.158964147,0.150569551,0.156792586,0.147544372
442,"LUX","Luxembourg",0.262302725,0.234936318,0.231557668,0.22709034,0.215971666,0.204099607,0.196040902,0.201062958,0.19769486,0.187093809,0.187605458,0.184227551,0.18069735,0.177911337,0.178445533,0.167973404,0.159821837
446,"MAC","Macao",0.663495803,0.721293589,0.616792501,0.716462051,0.731634433,0.753385387,0.765361267,0.699911287,0.731868235,0.696303766,0.715704674,0.725530716,0.71856373,0.713647918,0.671276337,0.705598597,0.722070933
450,"MDG","Madagascar",0.145690456,0.127044003,0.146930364,0.146842287,0.150522647,0.142647096,0.148481479,0.163567336,0.163994556,0.155992806,0.161217799,0.147281278,0.155075501,0.150803711,0.13430368,0.138491911,0.133985998
454,"MWI","Malawi",0.219177739,0.210158058,0.21795362,0.208553193,0.245824539,0.246610321,0.221980777,0.233034428,0.243338442,0.247197184,0.236121399,0.233440346,0.234622496,0.222462814,0.20970796,0.221647262,0.212496842
